Major,Year,Eth,X1st.gen,sex,format,EPICS,WB_1,WB_2,WB_3,H_1,H_2,H_3,PA_1,PA_2,PA_3,PA_4,PA_5,ACA,Big6_1,Big6_2,Big6_3,Big6_4,Big6_5,Big6_6,PSN,PSV,BRS_1,BRS_2,BRS_3,BRS_4,BRS_5,BRS_6,GRO_1,GRO_2,GRO_3,IMP_1,IMP_2,IMP_3,IMP_4,IMP_5,IMP_6,NET_1,NET_2,NET_3,NET_4,NET_5,NET_6,NET_7,NET_8,LSE_1,LSE_2,LSE_3,LSE_4,LSE_5,LSE_6,LSE_7,LSE_8,LSE_9,LSE_10,LSE_11,LSE_12,PER_1,PER_2,PER_3,OPP_1,OPP_2,OPP_3,OPP_4
15,3,5,2,1,1,2,4,3,5,5,5,5,4,1,3,5,2,9,5,4,4,4,5,5,5,5,4,1,4,1,4,2,1,1,1,5,5,2,4,5,5,5,2,2,2,4,5,1,5,92,80,83,100,100,80,91,89,83,76,95,93,4,3,3,4,4,4,4
11,1,,,2,1,,4,3,3,4,2,2,3,2,4,4,3,,4,4,4,4,4,3,3,4,4,2,4,3,4,2,3,2,1,5,4,1,4,5,4,5,4,4,4,4,5,3,5,100,100,100,100,95,95,91,95,100,100,100,95,4,4,4,3,3,3,3
9,4,5,2,2,1,2,1,1,2,1,1,1,2,5,5,2,5,"1,2,3,4,5,6,9,11",4,4,1,5,2,2,3,2,2,5,1,4,2,4,3,3,3,2,3,4,2,1,4,1,4,4,4,3,3,1,1,29,28,15,33,25,3,7,3,22,29,18,2,3,3,3,3,2,3,2
6,2,2,2,2,2,2,4,3,3,3,3,3,3,3,3,3,3,"2,11",3,3,3,3,4,3,3,3,5,3,5,1,3,1,3,2,3,5,4,1,5,5,5,4,3,3,3,4,2,3,3,86,70,72,86,70,66,84,70,77,77,70,65,4,4,3,4,4,4,4
8,4,5,2,1,1,2,4,1,3,3,3,2,3,4,4,4,4,"6,11",4,1,2,2,5,4,4,5,5,2,4,4,4,2,1,1,1,3,3,2,4,4,4,4,4,5,5,1,4,4,2,46,70,70,24,52,22,37,47,32,38,29,22,4,4,4,3,2,4,4
1,4,5,1,1,1,2,2,1,3,3,1,2,2,4,5,2,5,"1,3,4,10",5,4,3,5,5,4,5,1,2,4,1,5,2,4,1,1,1,4,4,4,5,4,3,4,3,2,3,4,2,5,4,50,66,90,65,80,50,55,50,40,65,75,35,3,4,4,4,3,4,3
11,1,2,2,1,2,1,4,4,3,3,4,1,4,2,4,3,3,1,2,2,2,2,2,2,2,2,4,2,4,1,4,2,4,4,4,2,3,3,1,4,4,3,3,3,3,3,3,5,3,22,14,23,18,34,19,39,20,44,40,12,43,2,4,4,5,5,5,5
15,4,"2,5",2,2,1,2,4,1,2,3,2,2,2,5,4,3,5,"3,4,7,8,10",4,3,4,4,5,3,4,6,2,3,2,4,2,4,1,2,2,3,4,2,4,4,4,4,4,3,2,3,4,5,3,86,93,86,95,99,73,74,90,69,84,76,73,4,3,3,4,2,3,4
11,1,5,2,2,1,2,4,4,4,4,4,4,3,3,3,3,3,,3,3,3,1,1,2,3,4,3,2,3,3,3,2,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,3,50,50,50,50,50,50,50,50,50,50,50,50,4,3,3,3,3,3,3
15,2,5,2,1,2,2,4,4,4,2,1,1,4,2,3,4,3,"2,4,6",4,4,4,4,2,4,,,4,4,2,2,2,4,2,2,3,4,4,1,4,5,5,5,4,5,4,4,4,4,4,86,89,86,93,92,88,98,94,82,74,86,93,4,4,3,4,4,4,4
7,2,5,2,2,1,2,4,4,4,3,2,1,4,1,3,4,3,"1,3,4,6,11",4,4,4,2,4,4,4,4,4,3,3,3,3,2,2,2,2,4,3,2,3,4,4,4,3,4,3,4,4,2,4,83,85,91,90,92,94,94,92,87,90,88,85,3,3,3,3,3,3,3
6,4,5,1,1,1,2,1,1,1,1,1,1,2,5,5,3,5,"1,2,3,4,6,7,8,9,10,11",4,1,1,5,4,3,6,5,4,4,4,2,4,2,5,3,4,5,3,3,2,5,1,1,4,5,4,1,2,5,1,26,50,52,50,1,0,0,0,0,25,0,0,4,4,4,1,1,1,1
15,4,5,2,2,1,2,2,2,4,3,1,2,4,4,5,3,5,"2,3,4,6",5,4,4,4,4,4,4,5,2,5,1,4,3,4,5,5,5,2,4,5,2,2,4,5,4,3,2,4,5,4,4,87,74,42,63,78,77,95,78,69,53,66,90,4,4,3,4,3,4,4
16,4,5,1,2,1,2,3,2,4,3,2,2,3,4,4,2,4,"1,2,3,4,6,7,9,11",4,4,2,2,2,4,3,2,2,5,1,4,1,4,3,3,3,1,1,3,2,4,4,4,2,4,2,3,3,5,2,80,70,80,80,90,100,100,80,70,70,70,80,3,4,4,3,3,3,3
4,3,,2,1,1,2,3,2,4,2,3,1,2,3,5,2,4,7,4,3,3,2,1,1,1,2,2,3,3,4,2,4,6,6,6,2,2,3,4,1,4,4,2,2,3,2,4,4,1,50,50,50,50,70,71,50,50,70,40,40,40,2,3,3,3,2,5,5
11,1,5,1,2,1,2,4,4,3,3,3,1,5,2,4,5,3,"6,8,10",4,3,4,3,1,2,3,5,5,4,4,2,4,2,3,3,3,3,3,3,3,5,4,5,2,4,2,4,4,2,4,79,87,71,80,64,58,50,52,57,60,80,69,4,4,4,3,3,3,3
11,1,3,2,1,1,1,4,4,4,2,3,2,,,,,,,2,2,4,4,2,2,2,4,4,3,2,2,3,2,2,2,2,4,3,3,4,4,5,4,3,3,3,3,3,3,3,70,70,60,70,60,60,60,60,70,60,60,39,3,3,3,4,3,5,5
1,5,5,2,2,1,2,4,3,4,3,1,1,3,3,5,3,4,"2,3,4,11",5,3,2,5,4,2,4,4,3,2,2,3,3,3,3,2,2,2,3,2,4,4,5,4,2,2,3,3,3,4,4,65,80,60,75,100,80,100,75,55,65,70,30,3,3,3,3,3,2,2
12,3,"2,4",2,2,1,2,4,2,2,3,2,2,4,3,5,3,3,"3,4,7,8,9,10",4,2,3,4,4,4,4,4,3,3,3,3,4,3,2,2,2,3,2,2,3,4,4,4,4,4,3,4,3,3,4,79,69,61,70,79,60,64,49,66,68,56,66,4,4,3,3,2,4,4
11,1,5,2,2,1,2,4,4,4,4,4,3,4,1,3,4,2,,4,4,3,3,3,2,4,4,4,2,4,2,4,2,4,2,2,4,4,2,4,4,4,4,3,3,3,4,4,2,4,70,65,70,70,75,75,80,75,70,60,70,85,3,3,3,3,3,5,5
15,2,5,2,1,1,2,3,2,4,3,3,3,3,3,4,3,4,"1,3,9,10",3,2,2,2,3,3,3,3,3,4,3,3,4,2,3,2,2,4,2,2,2,4,4,4,3,3,2,1,3,5,3,77,80,63,81,51,50,31,42,41,49,44,14,3,3,3,3,2,3,3
15,2,2,2,1,1,2,4,3,3,2,4,3,4,2,4,3,3,"6,10",4,4,2,4,1,4,4,6,4,2,4,2,4,3,3,3,3,4,4,2,4,5,5,3,4,4,3,3,4,3,4,64,54,64,69,48,56,62,36,44,42,61,51,4,3,3,4,3,4,4
19,2,1,2,1,1,2,3,4,4,2,2,2,2,2,5,3,4,4,5,4,3,2,2,2,3,4,3,4,3,4,2,4,3,2,3,4,4,2,3,4,5,4,4,4,3,4,4,4,3,75,75,75,75,80,75,75,65,75,70,60,70,3,3,3,3,3,3,3
15,4,5,2,1,1,2,3,2,4,3,3,2,2,4,5,3,4,"3,4,11",4,4,3,4,4,4,4,4,2,4,2,4,3,2,4,3,2,4,2,3,3,4,2,3,4,4,2,4,4,5,2,38,50,27,70,39,20,33,25,29,22,55,3,4,3,3,4,2,3,3
6,4,5,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,4,5,1,1,1,2,4,3,3,4,4,2,4,2,3,2,2,,4,3,2,2,4,2,6,3,4,2,4,3,3,2,3,4,3,3,4,2,3,4,5,4,2,4,2,4,4,2,4,72,58,74,73,68,67,62,73,62,74,74,66,3,3,3,3,3,3,3
6,1,2,2,1,2,2,3,3,3,3,2,3,2,3,4,3,3,11,3,3,2,2,2,2,2,2,4,4,3,3,4,3,3,3,3,4,3,1,3,3,3,3,3,4,2,4,3,3,3,71,62,69,70,81,71,71,70,70,70,79,65,3,4,3,2,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,5,5,2,2,1,2,3,3,3,3,1,2,3,3,5,2,3,"3,4,6",4,3,3,2,4,4,1,1,3,4,2,4,2,2,4,4,2,4,1,4,3,3,4,4,2,3,4,3,4,4,4,38,26,54,62,83,50,78,64,99,31,74,47,3,4,4,2,3,3,3
8,5,5,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4,5,2,1,1,2,5,1,4,3,1,2,3,3,5,2,5,"1,2,3,4,6,10",4,3,2,2,5,4,5,5,4,2,3,2,4,2,2,2,2,4,4,2,4,5,4,4,3,3,2,3,4,3,4,88,73,64,81,79,72,54,82,56,70,78,47,4,4,4,5,5,5,5
11,1,5,1,1,1,2,2,3,4,3,1,4,2,5,4,2,4,"3,4",5,3,2,1,1,1,4,4,5,1,1,2,4,1,4,4,4,4,3,1,3,2,4,4,2,1,1,3,3,5,2,37,72,62,69,22,69,20,69,77,57,51,20,3,4,3,3,3,5,5
11,1,5,2,3,1,1,1,1,1,1,1,1,2,5,5,3,4,"2,3,4,6,7,11",4,2,4,4,1,1,2,6,3,3,4,2,2,2,1,1,1,2,1,5,1,1,4,4,4,5,4,1,4,5,2,84,77,67,47,69,74,59,82,100,96,27,,4,4,4,3,1,1,1
14,3,"5,6",2,2,2,2,1,1,1,3,1,1,1,5,5,1,5,"2,3,4,6,11",1,1,1,1,1,1,3,4,1,5,1,5,1,5,5,5,5,1,1,4,1,1,1,1,3,3,3,1,3,5,1,66,44,74,73,75,76,68,75,47,74,73,,3,4,4,1,1,1,1
6,3,5,2,2,1,2,4,1,2,2,2,1,3,3,5,3,4,"3,4,6,8,10",4,4,4,4,5,5,3,3,4,2,4,2,2,2,4,2,3,4,2,4,4,4,3,4,5,5,5,3,3,5,4,47,29,56,32,51,75,86,89,81,68,55,69,4,4,3,3,2,4,3
11,1,2,2,2,2,2,4,1,1,2,1,1,4,1,3,4,4,"2,4,6",4,3,1,1,3,1,3,5,5,2,5,2,2,2,6,6,6,4,4,2,4,4,4,5,4,5,4,4,4,4,5,100,70,100,100,100,100,85,100,100,85,80,100,4,3,4,3,4,4,4
15,2,5,2,1,1,2,5,4,4,4,5,4,4,1,3,5,2,,3,5,3,3,3,3,4,4,4,2,4,2,2,2,4,1,2,5,4,5,5,5,4,4,4,4,3,4,4,1,4,85,90,95,92,95,87,94,83,91,94,91,92,4,4,4,4,4,5,5
4,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,1,5,4,5,1,5,5,5,5,5,4,3,,,,,,,,,,,,,,,,,,,
15,4,5,2,1,1,2,2,1,4,3,1,1,3,4,5,2,5,"3,4",4,3,2,4,4,4,4,3,4,4,4,3,4,3,4,3,3,5,2,1,4,4,4,4,4,4,4,4,4,5,3,50,69,100,90,70,69,50,70,45,70,60,55,4,4,4,2,2,4,4
15,3,5,2,1,1,2,4,3,4,4,4,2,4,3,5,4,3,"2,3,4,6,7,8,9,10,11",4,4,4,4,1,2,5,6,3,2,4,3,3,3,2,2,2,4,4,1,4,4,4,4,3,4,3,4,5,2,4,75,75,75,85,50,65,50,50,40,50,65,39,4,3,3,3,3,3,3
11,1,5,1,2,1,2,4,1,2,5,1,1,2,2,5,5,3,"4,6,9,10",2,3,4,5,5,5,6,6,5,1,5,4,2,2,4,4,4,5,4,4,4,3,5,4,5,5,5,3,2,4,2,100,100,100,100,100,93,89,100,92,100,65,40,4,4,4,3,2,4,4
1,1,5,2,2,1,2,3,3,4,3,4,2,3,3,4,2,3,"3,4,10",4,4,3,2,2,2,4,4,2,4,2,4,3,4,4,3,2,3,4,3,2,3,4,3,3,4,3,3,4,4,4,76,61,78,60,79,76,71,72,64,60,78,73,3,3,3,2,3,5,5
11,1,2,1,2,1,2,3,3,4,3,3,2,4,3,5,5,5,"3,4,6,7",2,3,1,4,3,1,2,6,4,1,4,2,4,2,1,1,1,4,3,1,3,4,5,4,4,3,4,4,5,3,4,100,92,89,100,84,52,100,67,100,100,100,75,4,4,4,4,3,5,5
15,2,"5,6",2,2,1,2,2,4,4,3,2,1,3,2,4,3,4,"1,3,4,6,10",1,1,1,4,1,3,3,1,2,4,2,4,2,4,1,1,1,2,1,4,4,4,2,2,2,4,2,2,2,5,3,60,50,60,62,24,51,22,20,28,60,20,60,3,1,1,2,2,2,2
6,2,"2,5",1,1,1,2,5,4,3,3,3,3,3,2,4,3,3,,4,3,3,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3,2,2,1,2,2,4,2,3,3,2,4,2,4,5,3,4,"1,2,3,4,9",4,2,4,4,1,3,3,5,2,4,2,4,2,4,2,2,2,2,2,2,2,1,3,4,4,4,2,4,3,4,2,73,66,41,76,95,86,55,73,92,91,64,62,3,3,4,3,2,3,2
1,2,5,2,1,2,2,3,3,4,2,1,3,3,3,4,2,3,"3,4",4,3,2,2,2,2,4,3,3,4,2,4,3,4,4,3,3,3,3,2,3,3,4,4,3,3,3,4,4,3,4,60,80,30,75,65,40,65,50,50,40,45,40,3,3,3,3,3,3,3
12,5,5,2,2,1,2,5,5,5,3,3,3,4,2,3,5,3,"7,8,11",4,3,5,5,5,4,4,5,4,2,5,1,3,2,2,2,5,4,4,2,5,5,5,5,4,5,4,4,5,2,5,100,81,100,100,89,100,100,100,84,100,100,72,4,4,4,4,4,4,4
11,1,5,1,1,1,2,4,3,3,4,3,3,4,3,3,4,3,"3,4",4,3,4,1,1,2,3,4,3,3,4,3,3,3,3,3,3,4,3,3,3,3,4,5,2,3,2,4,4,3,4,80,83,81,84,83,93,85,82,71,80,85,63,3,4,4,3,4,3,3
19,5,5,2,1,1,2,4,1,1,2,1,2,2,5,5,1,4,"3,4,6",4,3,4,5,4,3,5,4,3,2,3,2,2,3,5,4,4,3,3,1,4,3,2,4,4,3,4,4,2,4,1,80,75,80,85,83,75,80,90,75,50,50,60,4,3,4,2,1,3,3
11,1,2,2,2,2,2,5,3,4,4,2,1,4,3,4,4,3,"3,8",5,5,3,1,1,4,2,3,4,3,4,2,4,2,4,2,2,4,3,4,5,4,5,4,4,4,3,5,5,4,5,65,78,60,77,85,79,80,50,30,61,73,40,4,4,4,4,4,3,4
19,4,5,2,2,1,2,3,4,4,2,3,3,3,4,5,3,4,"2,3,4,7,8,11",4,2,4,5,4,4,3,5,2,4,3,5,4,4,3,3,3,3,3,2,4,4,3,4,4,4,2,3,4,3,4,80,91,84,94,91,85,93,92,75,81,89,75,3,3,3,3,3,4,4
6,2,5,2,2,1,2,2,3,4,1,1,1,4,4,5,4,5,"3,4,6,8,9,10",4,3,2,2,2,3,3,4,4,3,4,2,4,3,1,1,1,3,3,1,3,4,5,5,3,3,2,5,5,5,5,100,100,100,100,100,100,100,100,100,100,100,100,4,3,3,3,3,3,4
"8,15",1,5,2,1,1,2,4,4,5,4,5,3,3,2,4,4,4,3,5,4,4,1,3,3,4,3,4,4,3,2,2,2,3,1,2,5,4,2,4,5,5,5,2,2,2,4,5,3,5,70,76,65,62,80,71,76,61,25,31,45,21,3,3,4,3,4,3,3
12,3,2,2,1,1,2,5,1,4,2,3,3,3,3,5,4,4,"3,5,6,7,9,11",1,1,5,4,4,5,5,5,5,1,4,2,4,2,2,3,2,3,4,2,5,5,2,4,1,3,1,3,3,4,2,95,100,97,100,80,100,62,94,84,85,100,80,3,3,3,4,2,4,4
9,5,5,1,2,2,2,1,1,4,2,1,1,2,5,4,3,5,"1,3,4,7,9,11",4,3,2,4,4,3,2,2,2,5,2,4,2,4,2,4,2,3,2,4,2,2,4,2,4,4,4,3,3,4,1,30,20,15,40,50,25,18,30,36,15,24,8,3,4,3,2,1,2,2
11,1,5,2,2,1,2,4,1,1,1,1,1,2,4,5,3,5,"2,3,8",5,1,4,1,3,1,6,4,4,2,2,2,2,2,5,3,2,5,4,1,3,5,5,3,2,3,2,4,1,5,4,79,100,83,100,88,85,80,80,91,81,82,83,3,4,1,4,4,1,2
11,1,5,2,2,1,1,5,4,5,4,3,2,4,1,3,4,2,,5,4,3,5,,3,2,5,3,4,2,2,2,2,2,1,1,5,4,2,4,5,5,5,4,3,3,4,5,1,5,77,69,71,74,67,91,83,91,75,62,66,64,4,4,3,4,4,4,4
1,3,5,2,1,1,2,3,1,4,2,3,2,3,3,4,3,4,"1,3,9,10,11",1,2,1,2,1,5,2,4,3,2,2,4,3,4,1,2,1,2,2,4,2,2,3,3,4,4,3,2,3,4,3,50,50,75,80,61,45,20,76,61,22,57,36,4,3,3,2,3,2,3
11,1,5,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,5,2,2,1,2,4,4,4,3,2,1,4,3,4,3,4,"2,3,4,6",4,4,3,2,2,3,,,,,,,,,,,,,,,,,,5,3,3,3,4,4,4,4,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,36,,,,,,,,,,,,,,,
11,1,2,2,2,2,2,2,3,3,2,2,1,2,3,5,3,5,"1,4,6,10",4,4,2,2,2,3,4,5,3,3,3,3,3,4,3,3,2,4,3,2,3,4,3,2,3,3,2,3,4,4,3,75,69,67,79,64,68,72,65,78,85,79,73,4,3,3,2,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3,"2,5",2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,5,2,1,1,2,3,3,3,5,2,2,2,1,4,2,5,"1,2,4,6,8",2,3,4,2,2,4,6,5,4,3,3,2,4,2,5,6,6,4,1,4,5,2,1,3,2,2,2,3,2,3,3,75,50,50,70,20,32,32,27,25,50,66,89,4,4,3,4,5,4,3
7,3,5,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,3,4,4,,,,,,,,,50,49,65,67,63,63,50,61,60,68,57,61,,,,,,,
11,1,5,2,1,1,2,4,1,3,2,1,2,3,3,2,3,4,"2,3,4,6,11",1,1,3,1,1,3,3,4,3,3,4,3,3,3,4,4,4,1,1,4,2,3,1,2,3,3,3,1,5,3,3,64,62,12,62,16,25,45,25,21,75,39,20,3,4,3,1,1,1,1
11,1,5,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6,11",1,2,2,1,2,2,2,3,3,1,1,1,3,2,3,2,4,"2,3,4,6",1,3,3,1,1,1,1,3,3,3,3,2,5,2,6,6,6,4,5,2,2,5,5,5,3,3,3,4,4,4,1,80,70,75,90,50,45,30,60,30,100,60,36,4,3,2,3,3,2,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,2,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,3,"5,6",1,2,1,2,2,3,4,2,5,1,3,3,4,2,4,"3,6,8",5,5,5,3,5,5,,,,,,,,,,,,,,,,,,2,3,5,3,3,4,5,4,72,52,35,60,50,33,65,85,21,40,23,39,4,4,2,4,3,4,1
11,1,5,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,55,31,50,60,51,39,40,32,53,50,,,,3,,,,
11,1,"5,6",2,1,1,2,4,4,4,2,2,3,4,2,3,3,1,4,4,4,3,3,3,3,5,5,5,1,5,1,5,1,3,3,3,4,3,3,4,4,3,4,3,3,3,4,4,1,5,95,75,81,85,90,83,84,85,80,80,95,66,3,3,3,3,3,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1,5,2,1,1,2,3,4,5,4,2,2,3,3,4,3,4,4,5,4,5,2,2,1,1,4,3,2,4,4,3,2,1,1,1,4,2,1,3,5,4,4,3,2,2,4,4,3,4,60,60,60,80,75,60,70,65,40,50,45,40,3,4,3,3,3,5,5
7,3,3,1,2,2,2,3,1,3,2,2,1,2,5,5,3,5,"1,3,6,7,8,9,10,11",5,1,5,5,5,3,6,6,5,1,5,1,5,1,1,1,1,5,3,1,5,5,5,5,5,5,5,2,1,5,1,100,100,100,100,0,50,100,0,,,100,,4,4,4,3,3,3,3
18,1,3,2,2,2,1,2,3,4,4,2,3,3,3,3,2,3,,4,4,4,3,3,3,2,4,4,2,3,2,4,3,5,2,2,3,4,2,3,5,4,4,3,3,3,4,3,4,4,81,87,74,77,82,91,80,80,85,84,78,78,3,3,3,3,5,3,5
15,2,5,2,1,2,2,2,3,4,1,1,1,2,5,5,2,4,"2,3,4,6",4,3,3,4,3,3,4,1,2,1,2,4,2,4,3,3,2,3,2,3,2,2,2,2,4,3,3,4,4,4,4,29,39,44,32,36,33,60,60,32,35,51,30,3,3,3,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,3,5,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,6,2,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,4,"2,5",2,1,1,2,2,1,3,3,2,2,3,3,4,2,3,"4,11",5,4,4,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2,2,2,2,1,2,2,3,3,3,2,2,2,4,5,2,5,,1,2,1,1,1,4,,,,,,,,,,,,3,2,2,3,3,2,3,3,3,3,3,4,4,3,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4,"5,6",2,2,1,2,3,2,3,4,3,5,3,4,5,4,5,"1,2,4,7,10",4,3,2,4,3,2,2,4,2,4,2,4,2,4,4,2,2,3,3,4,2,2,3,4,3,4,3,3,2,4,2,60,64,40,49,30,20,20,50,40,35,31,40,3,3,3,3,2,3,3
4,3,3,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,,,2,3
15,3,5,2,1,1,2,4,3,4,4,2,3,4,3,4,4,3,"3,4,11",5,3,4,2,3,4,5,4,4,3,4,3,4,2,3,2,3,4,3,2,3,4,5,5,4,4,4,4,4,3,5,90,70,60,70,80,70,90,60,60,80,70,40,3,3,3,3,3,3,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4,5,2,1,1,2,4,3,4,4,4,4,4,1,2,3,1,,4,3,1,4,3,5,3,3,3,2,4,2,3,3,1,1,1,4,4,1,3,5,4,4,3,2,2,4,4,1,4,48,71,36,56,64,71,64,71,65,38,69,13,3,3,3,3,2,4,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,4,"5,6",2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4,4,4,3,4,4,5,65,64,71,78,35,27,46,52,62,67,43,40,3,4,3,4,3,3,3
6,4,5,2,1,1,2,5,3,4,5,2,5,4,1,3,4,2,,5,4,4,4,5,4,5,5,4,2,4,2,4,2,2,2,3,4,4,2,4,4,4,5,3,3,4,5,5,1,5,80,83,83,87,87,83,87,83,80,80,76,80,4,3,3,4,3,4,4
15,3,5,2,1,1,2,4,3,3,3,3,3,3,4,3,3,2,"3,9",4,4,1,5,1,2,2,2,4,2,4,2,4,2,4,4,4,3,3,3,3,4,4,5,3,3,3,3,5,3,4,90,91,86,90,91,91,87,87,86,87,91,83,3,3,3,3,5,2,3
4,2,"2,5",2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2,5,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,3,5,2,2,1,2,,,,,,,,,,,,,,,,,,,2,3,4,4,2,2,4,2,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,5,5,2,2,1,2,,,,,,,,,,,,,,,,,,,4,4,1,4,2,5,2,4,6,5,6,1,2,2,2,2,1,3,3,4,2,1,2,4,4,,,,,,,,,,,,,,,,,,,
11,1,6,2,1,2,2,3,3,3,4,2,4,4,2,4,3,4,"4,11",2,2,3,4,1,2,3,4,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,4,3,91,90,90,86,84,77,82,89,76,57,52,57,,3,3,3,3,2,2
13,6,2,2,1,1,1,2,2,3,2,1,1,2,4,5,2,3,"1,2,3,4,6,7,9,11",4,3,3,4,4,4,,,,,,,,,,,,,,,,,,4,3,4,3,3,2,5,3,,,,,,,75,,,,76,,3,3,3,3,2,3,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3,5,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2,"2,5",2,2,1,2,2,1,1,1,2,1,2,4,5,3,4,"1,2,3,6,8,11",3,2,3,4,3,4,3,5,4,2,4,2,3,2,4,4,4,2,1,3,1,1,1,3,4,4,4,3,3,4,2,50,50,50,50,50,30,50,40,50,50,50,20,4,4,4,2,2,3,3
11,1,5,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,4,"1,2,5",2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,4,2,3,4,4,4,3,4,4,3,3,5,4,65,65,60,65,65,56,60,65,63,75,63,55,4,4,4,4,4,4,4
